Rating;Title;Username;Date;Review
10;Never Gets Old;bayardhiler17;17 December 2013;"When it comes to enjoying that jolly time of year, there are several movies that must be viewed or else it just isn't Christmas. One of those is 1990's ""Home Alone"". Written and produced by the late, great John Hughes and directed by Chris Columbus, it follows the story of young Kevin McCallister (Played by Macaulay Culkin, arguably the best child actor since Shirley Temple) who's constantly picked on and looked down upon by his large, extended family but especially by his older and much hated brother, Buzz (Devin Ratray in what has to be his best role). On the eve of the big family vacation, Kevin lashes out and gets sent to the attic by his impatient mom (The talented and ravishing Catherine O'Hara) and right then Kevin makes the prophetic wish of never seeing his family again. Little does he know, his wish is about to come true when due to a convenient power outage, his parents' alarm clocks fails to go off and the result is sheer holiday hell as everybody scrambles like there's no tomorrow to catch that flight. Everybody that is, except little Kevin who's forgotten by everyone and as the title says, is left home alone. Shock turns to happiness as Kevin realizes his wish has come true.  But it's not all fun and games as two naughty burglars Harry and Marv (Joe Pesci and Daniel Stern who give a wonderful performance together as the two bumbling thieves) are on the rampage in Kevin's neighborhood. Rather than running away like most kids might do, Kevin decides to fight back using his creativity and some simple but potentially bone shattering traps. It all might sound like a simple holiday comedy to be watched and then put away, but there's something more to the film that keeps me and many others coming back year after year. To be sure, the physical comedy of Harry and Marv getting their asses handed to them by Kevin's traps is nothing short of a laugh riot (Traps include anything from heated door handles to slippery steps).  But the film also manages to include a lot of heart as Kevin slowly but surely begins to realize that family is what the holidays are all about and without them it's pretty lonely, a lesson he learns first hand by the at first feared but then loved neighborhood recluse, Old Man Marley (the late, great character actor Robert Blossom). John Williams score to this is undoubtedly one of his best as it is both grand and yet not overbearing in the least. On the contrary, it manages to invoke the spirit of Christmas in all of us while giving us the chills because of its beauty. And of course, who can forget the performance of Macaulay Culkin since the film rests on his shoulders more than anything else. With his mischievous grin and resourcefulness, we just can't help but love his character and root for him all the way through the film. I should also mention that the movie includes a small but very memorable performance by the legendary John Candy (Try not to laugh at the conversation he has with Kevin's mom in the back of the van!). ""Home Alone"" is one of those films that no matter how many times you might see it, it just never gets old. The movie is a time capsule in many ways because it somehow captured not only the holiday spirit but also the magic of the time it was made in, the 90's, a time where not only were the movies better but so was everything else. It is for that reason that movie will live on forever and ever, much like the spirit of Christmas itself. So without further adieu, I urge you to watch this modern classic and if you're ever going on big trip with the family, make sure that you have all your children! Also starring John Heard and a host of other memorable actors. Merry Christmas everyone!!!!!!! 4 out of 7 found this helpful. Was this review helpful? Sign in to vote. Permalink"
10;Childhood classic Christmas movie;Anthonyjkb15;15 November 2018;Kevin McCallister is part of a huge family including his big brother Buzz and his uncle Frank and he feels that everyone is against him because his parents don't like his behavior and he gets sent up to the attic and wishes he never had to see his family again.  Kevin is accidentally left home alone while his family is on vacation and of course he is very happy about making his family disappear but now he has to defend himself and his house from two burglars.  This is a funny and well directed movie with great preformances and it will never get old. 3 out of 4 found this helpful. Was this review helpful? Sign in to vote. Permalink
9;30 years later, it still remains a Christmas classic;ronakkotian25;25 December 2020;I honestly cannot believe it has been 30 years since Home Alone came out and still to this day I love watching it.  Home Alone follow Kevin McCallister, an 8 year old kid, who accidentally gets left home alone by his family as they go on a trip to Paris. Whilst being home alone, Kevin has to protect his home from a pair of burglars named Harry and Marv.  This is a very special film to me and most likely to a lot of people. I remember watching this in school and at home all the time as a child. It's one of those films that I could watch on loop without ever getting bored and it's one of my favourites to watch during the Christmas season.  The script by John Hughes is as hilarious as it is heartwarming. There is so much fun to be had with a concept like this and, sure enough, it's hilarious but Hughes balances out the humour with scenes that warm your heart as we see Kevin's character develop when he begins to understand the importance of family. To be fair, you do have to suspend your disbelief with the cartoonish violence and corny nature of the film but those aspects don't really bother me because of the amount of fun I have watching Home Alone.  It's not an easy job to carry a film especially for a child but Macaulay Culkin manages it with ease. He makes Kevin so likeable and we root for him the entire time. It's a great child performance. The best part of the film are the burglars played exceptionally well by Joe Pesci and Daniel Stern. These two make this film a laugh riot and their chemistry with one another is simply magical. Pesci and Stern are so entertaining to watch that there's no way I'll ever forget their characters.  I don't think I'll ever forget Home Alone. It had such a big impact on my childhood and it's one of those feel-good movies that puts a smile on my face each time I watch it. It's perfect for Christmas and one which the whole family can enjoy. 2 out of 3 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;"""I Made My Family Disappear""";zkonedog11;11 March 2017;"Some movies are made strictly for adults. Others will bore the heck out of us ""seasoned"" viewers and appeal only to children. Luckily, this movie is made for everyone!  For a basic plot summary, ""Home Alone"" sees young Kevin McCalister (Macaulay Culkin) waking up a few days before Christmas in a completely empty house, his extremely large and rather disorganized family having left him behind on their trip overseas. While the family tries to get back home, Kevin must outwit a pair of two-bit thieves (played by Joe Pesci and Daniel Stern) who want nothing more than to loot his home.  What really makes this film special is the wide appeal of the humor. One could literally sit down with the entire family (from young to old) and watch this movie, and everyone would be laughing all the way through. From young Kevin's attempts at ""holding down the fort"", to the bumbling burglars played brilliantly by two veteran actors, this is the type of movie that you will be quoting long after the TV is turned off.  Thus, I highly recommend ""Home Alone"" to quite literally anyone, especially during the Christmas season. If you have a list of ""Must-See"" holiday movies, this one should be right next to Frosty, ""Wonderful Life"", and claymation Rudolph! 2 out of 4 found this helpful. Was this review helpful? Sign in to vote. Permalink"
8;Unsuccessful robbery or the Little prankster: part one;lyubitelfilmov26;26 December 2020;Comedy. On the eve of the New Year and Christmas, which will come very, very soon, I decided to recall a series of paintings about the petty prankster Kevin McCallister. And let's start with the first part, of course, whose box office success turned all this disgrace into a series. I can't say that this picture of my childhood, but I definitely managed to watch it, being a small spinner, since this movie was often played on TV, and now it is shown on Channel One EVERY New Year's holidays, forgetting about other films. Anyway. I like this picture, and here's my brief opinion - Unsuccessful robbery. Well, now I ask you not to load the catapults with stale tomatoes, because I intend to tell you not only about the advantages of this Christmas comedy, but also about the disadvantages that I managed to find only now, after many revisions. Then let your humble servant proceed. So the pros: 1. The story told - well, you already know it without me from A to B, but still. The picture tells the story of the boy Kevin, who, in a hurry, was left by his parents at home. Kevin is at first happy, because the family is far from angelic. But then a problem emerges - they want to rob the house. The hero has no choice but to use improvised means to protect his home from encroachment. Kevin, literally before our eyes, is transforming from a coward and a capricious kid into an intelligent, calculating, courageous and independent boy, and also a defender. In addition to his history, there is also a secondary one, which is no less interesting and gives emotions. The ending is predictable, well-known and moral. After all, the family is much more important than money, no matter how hard they try to refute it. The story may be simple and unpretentious, but catchy. What else do you need for a good Christmas comedy? 2. Atmosphere - the impending holiday reminds of itself literally from every teapot, from every dialogue, from almost every shot, and this is good. Well, and it was not without music, because there are famous Christmas hits and excellent compositions by John Williams, who was responsible for it. Anxiety, loneliness, philosophy, naivety, fear, joy - all these emotions are present here. 3. Humor - if you do not take one moment (we will talk about it in the minuses), then jokes and funny moments are successful here and even still work. I laughed with pleasure again before writing this review. They are unpretentious, sometimes harsh, but they cause a sincere smile even after so many years. This is exactly a comedy, where there is something to laugh at. So the cons: 1. Replaying - both Kevin and the thieves are terribly replaying. I didn't notice this before, but then it seemed to dawn on me. Okay Kevin, kid, but Joe Pesci and Daniel Stern? What's wrong with them? Adult people, accomplished actors, behave unnaturally in the frame. I understand that in the script they are goofs, but why does it look so creepy? Humor aside, it looks like a silly farce, nothing more. Although no, Macaulay previously acted in films, so he will not give a ride. Why is Kevin so creepy? The acting is visible only in the second half of the picture. 2. Successful traps - more precisely, how well the thieves are substituted under them. They see that it is dangerous, but they go. They see that it is flying, but they stand still. Again, it looks fake. My God, even in the Hong Kong action films of John Woo, opponents were more convincingly exposed to the bullets of the main characters. A little about the main characters: 1. Kevin McCallister performed by Macaulay Culkin is a capricious child and the youngest in a large family who is tired of his family. Having gone through a series of events, he realizes the value of relatives and friends, despite their unbearable nature. Macaulay played the main character well, although he often overestimated it. Well done! 2. Harry, played by Joe Pesci, is the leader of thieves and, in combination, is a dunce who was able to cheat on a child. Sly, stubborn, and causing danger and a smile, for it causes genuine laughter when it falls into traps. Joe! I will praise you, even in spite of your monstrous overplay. Well done! 2. Marvin played by Daniel Stern - Harry's silly partner, substituting for the most obvious pitfalls. Cowardly, but funny puffs up his eyes and causes laughter, falling into traps. Daniel has a similar story. I will praise, despite the replay. Well done! I don't consider this picture a masterpiece, but I'm not at all opposed to revising it for New Year or Christmas. Well, next time we have Kevin's adventures in New York. As a result, we have a good Christmas comedy about the adventures of Kevin McCallister, with a good script, great music and atmosphere and good acting work (albeit with a replay). My rating is 8 out of 10 and my recommendation for viewing! 1 out of 1 found this helpful. Was this review helpful? Sign in to vote. Permalink
6;Not as good as I thought;ThomasColquith26;26 December 2021;I just watched 'Home Alone' for the first time in years and I did not enjoy it as much as I thought I would. This was such a big film when it came out and was well received by most but now it just doesn't feel on that level to me. It seems just ok, nothing great. The plot can be plodding at times and there is a good deal of negativity mixed in between some nice moments such as the scene in the church. And seeing the burglars get hurt wasn't satisfying or funny to me now but just cringeworthy. Really there were few laughs the entire film. I'm not sure if this discrepancy in perception is due to my aging or the world changing, but there it is. I will give it a 6/10 and that may be somewhat generous. 3 out of 6 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;This movie brings Christmas!;mikavir25;25 December 2019;Home Alone is a familiar movie from childhood. I was surprised how good that still is. I last saw this movie about 15 years ago. Home Alone is still as fun as it was then before unlike some other movies of childhood. A main character is Kevin MacCallister (Culkin) who is a wild boy of a large family. He is accidentally left home when the rest of the family has gone to Paris for the christmas vacation. Two other important characters are Harry (Pesci) and Marv (Stern) who are criminals. The are going to rob valuable goods of houses which are empty during Christmas. They don't know Kevin is still at home. Kevin protects home from the burglars while these try to rob his family's house too. Movie contains some emotional moments along comedic scenes. Culkin, Pesci and Stern are very good in this movie. I think this is the best Christmas movie I have ever seen. 10/10 4 out of 6 found this helpful. Was this review helpful? Sign in to vote. Permalink
4;Holy Cow! Holy Cow! Holy Cow! Ad Nauseam;strong-122-47888529;29 January 2017;"While watching Home Alone it became so plainly obvious (to me) to see just why Macaulay Culkin would never, ever survive his transition from being a child star into anything that even resembled that of a successful actor as an adult. Never. And, it's true. He wouldn't. 'Cause, believe me, he didn't.  The writing was so clearly written on the wall for Culkin. And it was quite plainly evident even here in Home Alone. I mean, just like child star Shirley Temple, all of Macaulay's appeal and charm rested solely on the pre-packaged concept of her/him being perceived as that little tyke who was just the sweetest of all the ""cutie-pies"" imaginable.  Like, let's face it, it takes real talent (as well as a certain amount of cuteness, of course) to make it as an adult actor. It does. And talent is something that Culkin seemed to possess so very-very little of (and it showed) once he had grown out of that darling, little ""baby"" phase of his.  So, unless you're a child, yourself, or an adult who's easily amused by implausible nonsense, then Home Alone's story is just gonna leave you mighty high and dry - 'Cause, hey, other than being completely childish, there sure ain't much joy, merriment, or laughter going on in this one. No way. 6 out of 19 found this helpful. Was this review helpful? Sign in to vote. Permalink"
7;It was okay.;MxS7HGS20;20 January 2024;"Decided to catch this spontaneously and what can I say? Home Alone delivers an unapologetically humorous script, filled with hilarious and distinctive, albeit occasionally over-the-top, gags. Without a single dull moment, it succeeds in being both amusing and entertaining, securing its status as the ideal lighthearted and joyful Christmas classic.  Is it grounded in reality? Probably not. Is the writing exceptional? So-so. Does the acting impress? Mostly. The introduction to the premise tends to linger unnecessarily at times. Cinematography and other technical elements don't particularly stand out, but what sets this movie apart is its arguably unique evolution of the initial premise. Home Alone isn't a film meant for dissection; it's meant for pure enjoyment. It's the kind of film that prompts laughter at Kevin's frantic house antics and amusement at the comically inept criminals. Embracing its own hilarity and absurdity, it offers a delightful viewing experience without the need for taking anything too seriously.  In essence, it's a carefree and cheerful Christmas classic, sure to leave you in a brighter mood. 1 out of 1 found this helpful. Was this review helpful? Sign in to vote. Permalink"
9;Where Did That Sweet Kid Go?;Coxer992;92 March 1999;"A fun family film for the holidays. Macaulay Culkin stars as a young, inadvertently left behind at Christmas when his parents go on holiday, who foils some inept housebreakers, played delightfully by Daniel Stern and Joe Pesci. From the great John Hughes, this one is still nice to pop into the VCR at times just to ask yourself, ""What ever happened to that handsome little kid?"" Catherine O'Hara, John Heard and John Candy co-star. 2 out of 4 found this helpful. Was this review helpful? Sign in to vote. Permalink"
4;Mediocre;grantss19;19 October 2014;Mediocre attempt at a comedy. Will probably appeal to kids but not to anyone else.  Fairly basic, slapsticky plot. Some of the methods the kid uses to protect his home are quite clever, but that's about the only positive aspect of this movie.  What an irritating kid. The back-chatty replies to his parents, the general cockiness. Can see why kids would like this, and why adults shouldn't...  Unfortunately, it spawned several sequels, and launched the career of Macaulay Culkin... 6 out of 26 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;Home Alone Will Never Grow Old;df16699n21;21 December 2022;Some movies age poorly, Home Alone is not one of those films. This movie has aged exceptionally well, in fact I like it more now than I even did as a kid. It goes without saying that Macaulay Culkin's performance as Kevin McCallister is one of the most iconic film performances of all time. There is something about this film that just provides a level of comfort during the Christmas season. In terms of where this film ranks against the other great Christmas movies, I think it has to be in consideration for one of the top Christmas movies of all time. In my opinion this is in the Mount Rushmore of Christmas movies, which is saying a lot. 3 out of 4 found this helpful. Was this review helpful? Sign in to vote. Permalink
8;Hilarious movie, but uncomfortable treatment of a child.;goombapizza10;10 September 2018;"Now, don't get me wrong, this movie is a classic for a reason. It's highly entertaining, and Macaulay Culkin does as good an acting job as any child actor can be expected to, especially when he's carrying the whole film.  HOWEVER: The treatment of Kevin by his family has not aged well. At the beginning of the film, his parents stand idly by while his uncle, brother and cousins verbally abuse him, angrily calling him a ""little jerk"" and a ""disease"" for doing nothing that was even that bad. This will not sit well with modern audiences, who will rightly say that if someone called their child that, they would bi*chslap them and kick them out of their house. The issue was not even addressed in the movie, the parents did nothing to defend him, and thus verbal abuse of small children was normalized, given that it's such a popular movie. I would otherwise give it ten stars, but this really stuck in my craw. 2 out of 2 found this helpful. Was this review helpful? Sign in to vote. Permalink"
10;The best family comedy;imdb-5891024;24 January 2019;This film is gripping and the acting is perfect. Home alone is in my opinion best film at X-mas. I really enjoy watching this film. It´s the best family comedy which I have ever seen. The story is about young boy. His name is Kevin. He is small but he is big trouble-maker. In this film he did a lot of crazy, good and bad things, which you will see when you watch this great film. I think the main character (Kevin) was created for this role! He was really good actor. In this film you can see how Kevin did a traps for two guys, who want to rob his house. It is really entertaining. In film there are some stunts, which are real. There were no stunt-man or stunt-woman. The characters perfomed stunts themselves. That´s crazy! Characters: Kevin are brave, impressive and wily and bandits are thoughtless, bad, sharp. And one interesting thing about this film is that at the end one of the guys tries to bit Kevin to his forefinger and he bit him for real and after shooting Kevin has a real scar. So at the end I must say that it was a great film and you must watch this. Thank you for reading. 4 out of 6 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;It's still a classic and holiday film to me. Well done, John Hughes and Chris Columbus.;abalpn-994721;21 December 2019;I was two years old when Home Alone came out in 1990. I grew up watching this as a kid and I still like the film to this day. Christmas is coming and I watch it whenever the holidays are coming. Joe Pesci and Daniel Stern are hilarious as Harry and Marv. The greatest comedy duo of the early 1990's. Kevin's traps are awesome and funny. I laugh when Harry and Marv get hit. Kevin's the smartest 8-year-old kid and he always wins by beating up Harry and Marv. Everyone needed a good laugh and I'm one of them. There are touching moments and hilarious moments. 3 out of 5 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;Excellent For The Christmas Season, Or Any Season.;filmbuff-0570611;11 December 2022;"Growing up, I used to spend the night with my Grandma, who is now my guardian. We would stay up super late watching movies, and most sleepovers would include watching Home Alone before bed. As a result, this may be my most watched live action movie that's not from Disney.  Even then, I have seen it a few times since. I eventually got my own VHS tape of it, and last month I watched it on my own DVD. And even at 24 years old, I still love Home Alone.  The plot centers on Kevin McCallister, an 8-year-old boy played by Macaulay Culkin. He's a pest to his entire family, who is preparing to go to Paris for Christmas. Through a series of convenient events, everyone leaves for their trip without him. Due to a fight he had with them, Kevin assumes his wish for his family to disappear has come true, and he celebrates.  However, jumping on the bed, eating junk food, sledding in the house, and watching violent movies turns into terror when 2 bandits- Harry and Marv (played by Joe Pesci and Daniel Stern respectively), plan to break into their house, which causes Kevin to plan a trap for the bumbling duo.  No matter if you are a child or an adult, Home Alone is a ton of fun. There are also many funny moments and lines. (""When I grow up and get married, I'm living alone!"")  As for the moments, while watching Kevin break the rules is entertaining, but the highlight is a 15 minute segment in which Kevin sets traps for the bandits who want his house's valuables.  This includes, but is not limited to- slipping on ice and toy cars, stepping on nails and glass ornaments (don't worry, Daniel Stern wore rubber feet for that part), and setting Harry's head on fire.  When Home Alone released 32 years ago, Roger Ebert and Gene Siskel both disliked the movie, mainly for this portion, finding people getting hurt like this to not be funny.  I'll admit, now that I'm older, this is more painful than funny to watch, but it is still funny nonetheless. And the reason is quite obvious. If the bandits had done this to Kevin, it would be horrible to do to a child. Here, a child is doing it to a pair of dummies, which makes it hilarious. Therefore, I don't agree with this critique.  Home Alone does stretch logic and have a painful climax, but it's hilarious and deserves the classic fame it has gained today. No matter if you are a kid or an adult, Home Alone is excellent entertainment for the Christmas season, or any season. 2 out of 3 found this helpful. Was this review helpful? Sign in to vote. Permalink"
1;WAY too violent. THIS got by with a PG??????;preppy-32;32 August 2010;A heavily dysfunctional family are going away for the Christmas holidays. They accidentally leave 8 year old Kevin (the annoying Macauley Culkin) alone at home. Other than doing what a normal kid would do (go to a neighbor or call the police) he decides to stay at home all alone. Two burglars (Joe Pesci and Daniel Stern--both who deserve better) try to break in. Culkin manages to single-handedly set up elaborate bobby traps to stop them.  What a violent sick piece of garbage! I caught this is a theatre back in 1990. I saw it after a long week at work and expected a mindless fun PG movie. I was horrified by what I got. For starters the story was impossible. Leaving behind an 8 year old kid by mistake??? Come on! Also the whole family is heavily dysfunctional and not at all funny. Culkin manages to set up elaborate traps and stuff that no 8 year old could ever do. When Pesci and Stern show up the movie goes from stupid and unbelievable to extremely violent. These poor guys repeatedly get burnt and hit repeatedly on the head and face again and again--and it's all played for laughs! I was sickened by the level of violence in this film. How did this get a PG rating???? Also violence against people is NOT funny. It got to the point that I was rooting for the burglars. Aside from all this it just simply isn't funny. Sick, stupid and unbelievable yes--but NOT funny.  The acting is as bad as you'd expect. Culkin is annoying from the start. Not cute at all--you want the little brat to get it badly. Stern and Pesci do what they can with nothing roles. Still, I realize I'm not the audience for this. In the theatre I saw it with was full of families with their kids. During the violence all the adults sat there horrified while all the little kids were screaming (literally) with laughter. A few parents dragged their kids out of there--I wish I had joined them. This was (inexplicably) a huge hit and led to the thankfully brief career of Culkin. Avoid this like the plague and definitely do NOT let small kids see it. A 1. 23 out of 161 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;A true classic;pmtelefon25;25 December 2018;"""Home Alone"" is one of those movies that gets better every time I see it. I've always been a fan ( I saw it when it first came out at MovieWorld in Douglaston, NY.) but each year I find myself enjoying it more and more. I laugh at new jokes every time I watch ""Home Alone"". That's no neat trick. Macaulay Culkin should have won an Oscar. He's terrific. I keep forgetting how small he is until the Wet Bandits hang him on the coat rack towards the end. He's a little boy. Yet, he carries a whole movie. It's amazing. The scene that puts ""Home Alone"" in the classic movie category is the church scene. It's one of the Top Ten greatest scenes of all time. It's all about forgiveness. It always is. Merry Christmas. 2 out of 5 found this helpful. Was this review helpful? Sign in to vote. Permalink"
6;Troubled young man;briancham199419;19 June 2020;This film starts off well with a relatable young boy Kevin who is picked on by his family and left behind on holiday. His antics at home are funny but it devolves once he has to lay traps for the burglars. Slapstick comedy only works up to a point. Beyond this, it seems more sadistic than funny. Kevin seems like a serial killer in the making. 2 out of 5 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;Up there with Christmas Story as a timeless Christmas classic;kevin_robbins30;30 November 2021;Home Alone (1990) is a movie my daughter and I recently watched together on Disney+. The storyline follows a family that gets together for the holidays for a trip to Europe. In the morning of the trip it gets so busy with family, neighbors and friends that they accidentally leave without the youngest child, Kevin. Kevin will need to survive the holidays on his own which includes creepy neighbors, cooking for himself...and thieves...  This movie is directed by Chris Columbus (Harry Potter and the Sorcerer's Stone) and stars Macaulay Culkin (The Good Son), Joe Pesci (Goodfellas), Daniel Stern (City Slickers), John Heard (Big), Catherine O'Hara (Beetlejuice) and John Candy (The Great Outdoors).  There is so much that is outstanding about this movie. There is a great set-up of the family dynamic and how busy it is. The gangster movie throughout the film was perfectly selected. The circumstances are fun to watch. Caulkin executes his role to perfection, like Peter Billingsly as Ralphie in Christmas Story. The robbery scenes are cinematic gold and make you laugh every time you see them no matter how many times you've seen them. There's also some fantastic cameos in this as well.  Overall this is a 90's Christmas Story that is timeless and will forever be one of the great Christmas classics. This is an easy 10/10 and a must see. 1 out of 2 found this helpful. Was this review helpful? Sign in to vote. Permalink
6;Forget about Kevin;kosmasp17;17 November 2021;"Everyone knows about Kevin - which makes it even more striking that his parents do not seem to know about him. Or rather have forgotten him ... at home. Because you know, vacation time is way more important than to check if everyone is accounted for. Though to be fair there is a head count, before the journey begins.  My main problem with this movie (and even more so with the first sequel): Kevin is not a kid I do root for. Yes the Wet Bandits (or is burglars or something else? I already forgot and I really do not care for their name/title) are way worse - and have an excellent Joe Pesci amongst them (the other Dude also really is 100% commited to the physical comedy if you can call it that) ... but the movie never really clicked with me.  So yes my personal score would even be lower than the one I gave, but I realize the cultural impact this has had. Having said that the low score already will disqualify me from most reaction - as in they won't read what I have to say or critisize but will give this an unhelpful rating just because I did not give this a high score.  Kevin - a spoiled little kid who for no reason at all is being left home alone - well other than so the movie can happen of course. I am a fan of the Three Stooges, Laurel and Hardy, Charlie Chaplin and so many others. So I do like physical comedy and I acknowledge what the movie is trying to do. Although most of the time it does veer into Looney Tunes territory rather than the names I listed above (just a few, there are many others like Marx Brothers and so forth, but there is not enough space for everyone, so don't feel offended by that).  Since the kid is really not likeable (sorry not sorry), him being quite the sadist when it comes to defending his home - not something I condone. Add to that the fact that the circumstances that lead to the ""festival"" of torture and traps at the end are as ridiculous and completely bogus as anyone can imagine (calling for help, trying to find someone who can look after Kevin and so forth) ... I am amazed this was so succesful. Yes Columbus knows how to shoot a movie, but in this case he didn't convince me.  There are some nice additions in the cast (like John Candy, even if he literally doesn't do anything at all other than being in the movie) and as I stated above I know those who like this and hopefully see this just as a movie are in the majority. I am happy for anyone who likes or liked this. Didn't do much for me. 4 out of 20 found this helpful. Was this review helpful? Sign in to vote. Permalink"
10;Timeless classic;pmc6915;15 November 2019;A must watch every Christmas for everyone. I know most adults who love this film. Yes its unrealistic but you take it for what it is, a timeless christmas classic. 4 out of 6 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;Christmas Classic;alan-nolan-davies19;19 December 2020;Christmas isn't complete without watching this cartoon like adventure. 5 out of 6 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;So funny! A true classic;pobodysnerfect-9091816;16 November 2019;I'd wager that out of 100 people at LEAST 99 people would like this movie. It's funny, timeless, and actually has a plot, unlike a lot of kids movies. It's a must see for your Christmas season! 4 out of 6 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;Classic Fun Entertainment Family Movie;ankitsharma-0837128;28 December 2020;It's a very good Christmas Movie for families to enjoy. Definitely worth watching masterpiece 3 out of 4 found this helpful. Was this review helpful? Sign in to vote. Permalink
9;A Great Christmas Movie;e_daneva22;22 December 2023;Home Alone is an amazing movie. There are many sequels to this movie, and this movie outshines all of them I've seen. This movie is better than Home Alone 2, Home Alone 3, and Home Alone 4. Home Alone just has great great actors. Every actor shines in front of the glowing light. This film is just really funny, even when the Wet Bandits are not getting hurt. It just has a clever plot that gets ruined and completely changed in Home Alone 3. I gotta say, my favorite characters are either Kevin or the Wet Bandits. Really Macaulay Culkin plays great as Kevin. It's literally a perfect match. I wish that there was a sequel with Macaulay Culkin and he meets the Wet Bandits again from his childhood. Kinda like A Christmas Story Christmas. In all, I give this movie a 8.6 out of 10. A great holiday movie to watch, even if you don't celebrate Christmas. 1 out of 1 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;A classic;enricoshapka1;1 March 2021;This movie is old, is exaggerated and is lots of fun, that's why I like it. The 2 thiefs are really great as characters. Watching this every Christmas is always a good time and laugh. I don't know how many times I watched that pizza scene. 2 out of 3 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;Timeless classic;mehmetserek24;24 December 2020;Never gets old. The music, the cast, the atmosphere. One of the best films to watch for the holidays 5 out of 6 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;Excellent Christmas Movie from the year 1990;rebeccaajclarke21;21 November 2022;I find this Christmas Movie is very good, Because it is hilarious, memorable, saving the day and it also teaches a very good moral is never judge a book by it's cover, For the hilarious parts are Kevin McCallister plays a pranks and sending the traps for the main antagonists are Harry and Marv, and for the moral part is Old Man Marley's Character, You would think He is Scary and Harmful Man, But That's not true, He is actually a Pleasant and Kind-Hearted Man to visit to church to see his Grand-Daughter's Choir, and I feel very sorry for him, Because of his arguments with his Son, But luckily Kevin McCallister kindly advices Old Man Marley to reunite and reconcile his son and his family for Christmas, and Old Man Marley agrees. I'm giving this festive movie a 10/10, and Merry Christmas. 2 out of 3 found this helpful. Was this review helpful? Sign in to vote. Permalink
8;Great Classic movie;Ahmad_pilehvar15;15 December 2019;I saw this movie years ago when i was a child. and as child i couldn't describe how it was amazing to me. the play of those two thieve was amazing and couldn't be more hateful of them.and also the play of the kid was great. 2 out of 3 found this helpful. Was this review helpful? Sign in to vote. Permalink
9;Home Alone;mbhgkmsgg13;13 December 2020;Home Alone is one of the most iconic Christmas movies of all time. It's one that I heard about every year come holiday season. As such, I'm genuinely quite blown away by the fact that this was my first time seeing it. Certainly, I had seen some snippets here and there and knew what the movie was about, but for the most part, I saw it without knowing what would happen.  Since this was the first time for me seeing Home Alone, I'll start by saying that I absolutely adored it. It was tremendously entertaining, funny, and enjoyable. It felt wonderfully Christmasy and captured the essence of the holiday perfectly. While it's easy to focus on the chaotic antics of the third act, I also loved how important family was in this movie. Be it Kevin wishing he had his family back, or his mom doing anything in her power to get back to her son. Or, maybe even the neighbour connecting with his son again. In the midst of all the chaos and comedy, there is also a wonderful and heartwarming message in there. And although I really, really enjoyed all the action, this movie wouldn't be anywhere near as good as it is, if it weren't for that message.  The story, which I'm sure everyone is already more than familiar with, leaves us with Kevin, an eight-year-old boy accidentally left behind from the family trip to Paris. While Kevin, who isn't the biggest fan of his family, enjoys the freedom he has, he soon realizes how much he actually misses them. And when a pair of burglars try to take advantage of the parents being gone, Kevin must overcome his fears and defend the house. It's a story that sounds extremely simple on paper. And while for the most part, it is, the way it's crafted, leaves room for countless wonderful and iconic moments. It's genuinely fun to watch Kevin learn about the most ordinary everyday things, like laundry and grocery shopping, and it's equally fun to follow the chaotic journey that the rest of the family has. Once you add the cherry on the top, which is, of course, the third act battle between Kevin and the burglars, what you have, is an immensely entertaining film.  What surprised me the most, was how gruesome, and brutal, Kevin's traps were. In fact, the whole battle sequence was much darker than I ever could've expected. However, the way it's handled makes it an enormously funny sequence. Harry and Marv, the burglars, create most of the comedy in Home Alone, and they are fantastic. They provide funny scenes throughout the film but truly shine once they try to rob the McCallister house. No matter how brutally Kevin's traps harm them, their reactions are always hilarious and wonderfully over the top. Quite rarely do I find myself laughing out loud while watching a movie, but during Home Alone, I found myself doing it quite often. The comedy, which feels quite carefully administered, always feels natural and never unnecessarily forced. The result, accordingly, is wonderful.  Although it took me embarrassingly long to finally watch Home Alone, I'm glad I did. Before seeing it, I never understood why so many people spoke so highly of it. But now, it's easy to see why. It's a wonderful movie filled with Christmas cheer and a heartwarming story, while simultaneously being tremendously entertaining and funny. It's a film that just became a part of my Christmas tradition, and it's one that I absolutely love. 1 out of 1 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;A great movie, saw it on Christmas day;theteamavengers25;25 December 2020;This is defintely one of the best Christmas movies of all time. Everything works so well. This was my first watch and i loved it. 2 out of 3 found this helpful. Was this review helpful? Sign in to vote. Permalink
